Title,Runtime,MPAA Rating,IMDb Score,Release Year
Confessions of a Teenage Drama Queen,89 min,PG,4.6,(2004)
Hidalgo,136 min,PG-13,6.7,(2004)
Club Dread,104 min,R,5.6,(2004)
Eating Out,90 min,Unrated,5.8,(I) (2004)
Highwaymen,80 min,R,5.6,(2004)
A Fond Kiss,104 min,R,7.1,(2004)
Head-On,121 min,R,7.9,(2004)
The Final Cut,95 min,PG-13,6.1,(2004)
Renegade,124 min,R,5.2,(2004)
Before Sunset,80 min,R,8.1,(2004)
Catch That Kid,91 min,PG,5.2,(2004)
Walk on Water,103 min,R,7.3,(2004)
50 First Dates,99 min,PG-13,6.8,(2004)
Miracle,135 min,PG,7.4,(2004)
Spartan,106 min,R,6.5,(2004)
The Clearing,95 min,R,5.8,(2004)
C.S.A.: The Confederate States of America,89 min,PG-13,6.4,(2004)
One Point O,95 min,R,6.0,(2004)
You Got Served,95 min,PG-13,3.8,(2004)
Ginger Snaps 2: Unleashed,94 min,R,6.4,(2004)
The Big Bounce,88 min,PG-13,4.9,(2004)
The Perfect Score,93 min,PG-13,5.6,(2004)
If Only,92 min,PG-13,7.0,(2004)
D.E.B.S.,91 min,PG-13,5.3,(2004)
Saved!,92 min,PG-13,6.7,(2004)
Speak,89 min,PG-13,7.2,(2004)
Barbershop 2: Back in Business,106 min,PG-13,5.7,(2004)
We Don't Live Here Anymore,101 min,R,6.3,(2004)
Saw,103 min,R,7.6,(2004)
The Woodsman,87 min,R,7.2,(2004)
Never Die Alone,88 min,R,5.6,(2004)
The Machinist,101 min,R,7.7,(2004)
Maria Full of Grace,101 min,R,7.4,(2004)
Napoleon Dynamite,96 min,PG,6.9,(2004)
The Butterfly Effect,113 min,R,7.6,(2004)
Employee of the Month,97 min,R,6.1,(2004)
Garden State,102 min,R,7.4,(2004)
Primer,77 min,PG-13,6.8,(2004)
Mean Creek,90 min,R,7.2,(2004)
Torque,84 min,PG-13,4.1,(2004)
Along Came Polly,90 min,PG-13,6.0,(2004)
Win a Date with Tad Hamilton!,95 min,PG-13,5.6,(2004)
Chasing Liberty,111 min,PG-13,6.1,(2004)
Shortcut to Happiness,106 min,PG-13,5.4,(2003)
Mona Lisa Smile,117 min,PG-13,6.5,(2003)
House of Sand and Fog,126 min,R,7.5,(2003)
Paycheck,119 min,PG-13,6.3,(2003)
The Statement,120 min,R,6.2,(2003)
Stuck on You,118 min,PG-13,5.8,(2003)
Love Don't Cost a Thing,100 min,PG-13,5.2,(2003)
Peter Pan,113 min,PG,6.8,(2003)
Cold Mountain,154 min,R,7.2,(2003)
Big Fish,125 min,PG-13,8.0,(2003)
Something's Gotta Give,128 min,PG-13,6.7,(2003)
The Lord of the Rings: The Return of the King,201 min,PG-13,9.0,(2003)
Saraband,107 min,R,7.5,(2003)
Kal Ho Naa Ho,186 min,Not Rated,7.9,(2003)
The Haunted Mansion,88 min,PG,5.1,(2003)
The Missing,137 min,R,6.5,(I) (2003)
Honey,94 min,PG-13,5.3,(2003)
The Last Samurai,154 min,R,7.8,(2003)
Cheaper by the Dozen,98 min,PG,5.9,(2003)
Timeline,116 min,PG-13,5.6,(2003)
Bad Santa,92 min,R,7.1,(2003)
Monster,109 min,R,7.3,(2003)
Gothika,98 min,R,5.8,(2003)
Master and Commander: The Far Side of the World,138 min,PG-13,7.4,(2003)
Looney Tunes: Back in Action,91 min,PG,5.8,(2003)
The Cat in the Hat,82 min,PG,4.0,(2003)
Love Actually,135 min,R,7.6,(2003)
One Missed Call,112 min,R,6.2,(2003)
The Matrix Revolutions,129 min,R,6.7,(2003)
Open Water,79 min,R,5.8,(2003)
Radio,109 min,PG,6.9,(2003)
Beyond Borders,127 min,R,6.4,(2003)
Scary Movie 3,84 min,PG-13,5.5,(2003)
Brother Bear,85 min,G,6.8,(2003)
Sylvia,100 min,R,6.3,(2003)
The Texas Chainsaw Massacre,98 min,R,6.2,(2003)
Runaway Jury,127 min,PG-13,7.1,(2003)
Elf,97 min,PG,7.1,(2003)
Foolproof,94 min,R,6.4,(2003)
Slim Susie,97 min,Not Rated,6.9,(2003)
Infernal Affairs II,119 min,Not Rated,7.3,(2003)
Kill Bill: Vol. 1,111 min,R,8.2,(2003)
Luther,123 min,PG-13,6.6,(2003)
Duplex,89 min,PG-13,5.9,(2003)
Dorm Daze,96 min,R,4.6,(2003)
The Rundown,104 min,PG-13,6.6,(2003)
Under the Tuscan Sun,113 min,PG-13,6.7,(2003)
Cold Creek Manor,118 min,R,5.0,(2003)
The Fighting Temptations,123 min,PG-13,5.6,(2003)
The Snow Walker,103 min,PG,7.3,(2003)
Saints and Soldiers,90 min,PG-13,6.7,(2003)
In the Cut,119 min,R,5.4,(2003)
School of Rock,109 min,PG-13,7.2,(2003)
Nothing,90 min,R,6.1,(2003)
Underworld,121 min,R,7.0,(2003)
Wonderland,104 min,R,6.5,(2003)
The Company,112 min,PG-13,6.2,(2003)
Out of Time,105 min,PG-13,6.5,(I) (2003)
Baadasssss!,109 min,R,7.3,(2003)
Stander,111 min,R,7.1,(2003)
Secondhand Lions,109 min,PG,7.5,(2003)
21 Grams,124 min,R,7.6,(2003)
Coffee and Cigarettes,95 min,R,7.0,(2003)
Dickie Roberts: Former Child Star,98 min,PG-13,5.5,(2003)
Matchstick Men,116 min,PG-13,7.3,(2003)
Intolerable Cruelty,100 min,PG-13,6.3,(2003)
Code 46,93 min,R,6.1,(2003)
The Dreamers,115 min,NC-17,7.1,(2003)
Girl with a Pearl Earring,100 min,PG-13,6.9,(2003)
The Saddest Music in the World,100 min,R,7.0,(2003)
Tokyo Godfathers,92 min,PG-13,7.8,(2003)
Lost in Translation,102 min,R,7.7,(2003)
The Human Stain,106 min,R,6.2,(2003)
Intermission,105 min,R,6.8,(2003)
The Order,102 min,R,5.1,(2003)
Once Upon a Time in Mexico,102 min,R,6.3,(2003)
Anything Else,108 min,R,6.3,(2003)
My Boss's Daughter,86 min,PG-13,4.7,(2003)
Marci X,84 min,R,2.9,(2003)
Uptown Girls,92 min,PG-13,6.1,(2003)
The Medallion,88 min,PG-13,5.2,(2003)
Freddy vs. Jason,97 min,R,5.7,(2003)
Grind,105 min,PG-13,5.9,(2003)
Open Range,139 min,R,7.4,(2003)
Shattered Glass,94 min,PG-13,7.2,(2003)
Calendar Girls,108 min,PG-13,6.9,(2003)
S.W.A.T.,117 min,PG-13,6.0,(2003)
Jeepers Creepers 2,104 min,R,5.6,(2003)
The Divorce,117 min,PG-13,4.9,(2003)
Koi... Mil Gaya,171 min,Not Rated,7.1,(2003)
Last Life in the Universe,112 min,R,7.5,(2003)
Freaky Friday,97 min,PG,6.3,(2003)
Gigli,121 min,R,2.6,(2003)
American Wedding,96 min,R,6.3,(2003)
Seabiscuit,140 min,PG-13,7.3,(2003)
Lara Croft Tomb Raider: The Cradle of Life,117 min,PG-13,5.5,(2003)
How to Deal,101 min,PG-13,5.6,(2003)
Spy Kids 3: Game Over,84 min,PG,4.3,(2003)
The League of Extraordinary Gentlemen,110 min,PG-13,5.8,(2003)
Latter Days,107 min,R,7.0,(2003)
Bad Boys II,147 min,R,6.6,(2003)
Veronica Guerin,98 min,R,6.8,(2003)
Terminator 3: Rise of the Machines,109 min,R,6.3,(2003)
"Legally Blonde 2: Red, White & Blonde",95 min,PG-13,4.7,(2003)
Pirates of the Caribbean: The Curse of the Black Pearl,143 min,PG-13,8.1,(2003)
The Room,99 min,R,3.6,(2003)
Sinbad: Legend of the Seven Seas,86 min,PG,6.7,(2003)
From Justin to Kelly,81 min,PG,1.9,(2003)
High Tension,91 min,R,6.7,(2003)
Charlie's Angels: Full Throttle,106 min,PG-13,4.9,(2003)
Hulk,138 min,PG-13,5.6,(2003)
Alex & Emma,96 min,PG-13,5.5,(2003)
In Hell,98 min,R,6.1,(2003)
Dumb and Dumberer: When Harry Met Lloyd,85 min,PG-13,3.4,(2003)
Hollywood Homicide,116 min,PG-13,5.3,(2003)
2 Fast 2 Furious,107 min,PG-13,5.9,(2003)
Rugrats Go Wild,80 min,PG,5.5,(2003)
Wrong Turn,84 min,R,6.1,(I) (2003)
The Italian Job,111 min,PG-13,7.0,(2003)
Mystic River,138 min,R,7.9,(2003)
The Brown Bunny,93 min,Not Rated,4.9,(2003)
The Barbarian Invasions,99 min,R,7.5,(2003)
The Best of Youth,366 min,R,8.5,(2003)
Osama,83 min,PG-13,7.3,(2003)
Dogville,178 min,R,8.0,(2003)
The In-Laws,98 min,PG-13,5.7,(I) (2003)
Japanese Story,110 min,R,6.8,(2003)
Finding Nemo,100 min,G,8.2,(2003)
Swimming Pool,102 min,R,6.7,(2003)
Elephant,81 min,R,7.1,(2003)
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,68 min,Not Rated,7.8,(2003)
Young Adam,98 min,NC-17,6.4,(2003)
11:14,86 min,R,7.1,(2003)
Bright Young Things,102 min,R,6.5,(2003)
I'll Sleep When I'm Dead,103 min,R,5.8,(2003)
Danny Deckchair,100 min,PG-13,6.7,(2003)
Barely Legal,90 min,R,4.7,(2003)
I Am David,90 min,PG,7.1,(2003)
Mambo Italiano,99 min,R,6.7,(2003)
Bruce Almighty,101 min,PG-13,6.8,(2003)
Down with Love,101 min,PG-13,6.3,(2003)
The Matrix Reloaded,138 min,R,7.2,(2003)
Daddy Day Care,92 min,PG,5.6,(2003)
Memories of Murder,132 min,Not Rated,8.1,(2003)
The Lizzie McGuire Movie,94 min,PG,5.5,(2003)
Wonderful Days,86 min,Unrated,6.7,(2003)
It Runs in the Family,109 min,PG-13,5.5,(2003)
Shade,101 min,R,6.3,(2003)
X2: X-Men United,134 min,PG-13,7.4,(2003)
Identity,90 min,R,7.3,(2003)
Bulletproof Monk,104 min,PG-13,5.4,(2003)
Holes,117 min,PG,7.0,(2003)
Malibu's Most Wanted,86 min,PG-13,5.2,(2003)
Johnny English,87 min,PG,6.2,(2003)
A Man Apart,109 min,R,6.0,(2003)
Crime Spree,105 min,R,6.4,(2003)
Basic,98 min,R,6.4,(2003)
Head of State,95 min,PG-13,5.5,(2003)
What a Girl Wants,105 min,PG,5.8,(2003)
The Core,135 min,PG-13,5.5,(2003)
Ned Kelly,110 min,R,6.4,(2003)
View from the Top,87 min,PG-13,5.3,(2003)
Beyond Re-Animator,96 min,R,5.8,(2003)
Piglet's Big Movie,75 min,G,6.1,(2003)
Willard,100 min,PG-13,6.1,(2003)
Hope Springs,92 min,PG-13,5.4,(2003)
House of 1000 Corpses,89 min,R,6.0,(2003)
A Mighty Wind,91 min,PG-13,7.2,(2003)
The Hunted,94 min,R,6.0,(2003)
Agent Cody Banks,102 min,PG,5.1,(2003)
Bringing Down the House,105 min,PG-13,5.6,(2003)
Dreamcatcher,134 min,R,5.5,(2003)
Anger Management,106 min,PG-13,6.2,(2003)
Tears of the Sun,121 min,R,6.6,(2003)
Undead,97 min,R,5.4,(2003)
Cradle 2 the Grave,101 min,R,5.8,(2003)
House of the Dead,90 min,R,2.1,(2003)
Alexandra's Project,103 min,Unrated,6.5,(2003)
Old School,88 min,R,7.0,(2003)
Scorched,95 min,PG-13,5.9,(I) (2003)
Gods and Generals,219 min,PG-13,6.2,(2003)
My Life Without Me,106 min,R,7.4,(2003)
Daredevil,103 min,PG-13,5.3,(2003)
Good Bye Lenin!,121 min,R,7.7,(2003)
The Life of David Gale,130 min,R,7.5,(2003)
Deliver Us from Eva,105 min,R,6.0,(2003)
The Jungle Book 2,72 min,G,5.3,(2003)
The Sleeping Dictionary,109 min,R,6.5,(2003)
Biker Boyz,110 min,PG-13,4.6,(2003)
Final Destination 2,90 min,R,6.2,(2003)
Shanghai Knights,114 min,PG-13,6.2,(2003)
Dead End,85 min,R,6.5,(I) (2003)
The Foreigner,95 min,R,3.4,(2003)
How to Lose a Guy in 10 Days,116 min,PG-13,6.4,(2003)
The Station Agent,89 min,R,7.6,(2003)
The Recruit,115 min,PG-13,6.6,(2003)
Darkness Falls,86 min,PG-13,4.9,(2003)
Owning Mahowny,104 min,R,7.0,(2003)
Ong-Bak: The Thai Warrior,105 min,R,7.1,(2003)
Camp,114 min,PG-13,6.2,(2003)
Northfork,103 min,PG-13,6.2,(2003)
American Splendor,101 min,R,7.4,(2003)
Confidence,97 min,R,6.6,(2003)
Pieces of April,80 min,PG-13,7.0,(2003)
All the Real Girls,108 min,R,6.7,(2003)
Fear X,91 min,PG-13,6.0,(2003)
Party Monster,98 min,R,6.2,(2003)
The Shape of Things,96 min,R,6.6,(2003)
The United States of Leland,108 min,R,7.0,(2003)
Dot the I,92 min,R,6.7,(2003)
Thirteen,100 min,R,6.8,(2003)
The Cooler,101 min,R,6.9,(2003)
The Singing Detective,109 min,R,5.4,(2003)
A Guy Thing,101 min,PG-13,5.6,(2003)
Levity,100 min,R,6.4,(2003)
National Security,88 min,PG-13,5.6,(2003)
Kangaroo Jack,89 min,PG,4.5,(2003)
I Capture the Castle,113 min,R,6.8,(2003)
It's All About Love,106 min,R,5.3,(2003)
Just Married,95 min,PG-13,5.4,(2003)
The Gathering,92 min,R,5.6,(2002)
The Reckoning,112 min,R,6.5,(II) (2002)
Nicholas Nickleby,132 min,PG,7.1,(2002)
Kaante,150 min,R,6.6,(2002)
Tiptoes,90 min,R,4.3,(2002)
Catch Me If You Can,141 min,PG-13,8.1,(2002)
25th Hour,135 min,R,7.6,(2002)
The Hours,110 min,PG-13,7.5,(2002)
Dark Blue,118 min,R,6.6,(2002)
Maid in Manhattan,105 min,PG-13,5.3,(2002)
Infernal Affairs,101 min,R,8.0,(2002)
Two Weeks Notice,101 min,PG-13,6.1,(2002)
Twin Sisters,137 min,R,7.4,(2002)
Confessions of a Dangerous Mind,113 min,R,7.0,(2002)
Chicago,113 min,PG-13,7.2,(2002)
Gangs of New York,167 min,R,7.5,(2002)
Star Trek: Nemesis,116 min,PG-13,6.4,(2002)
Equilibrium,107 min,R,7.3,(2002)
Analyze That,96 min,R,5.9,(2002)
The Lord of the Rings: The Two Towers,179 min,PG-13,8.8,(2002)
Adaptation.,115 min,R,7.7,(2002)
The Hot Chick,104 min,PG-13,5.5,(2002)
Eight Crazy Nights,76 min,PG-13,5.3,(2002)
Extreme Ops,93 min,PG-13,4.4,(2002)
Friday After Next,85 min,R,5.8,(2002)
Solaris,99 min,PG-13,6.2,(2002)
Half Past Dead,98 min,PG-13,4.6,(2002)
Die Another Day,133 min,PG-13,6.1,(2002)
Naked Weapon,90 min,R,5.5,(2002)
Wilbur Wants to Kill Himself,109 min,R,6.8,(2002)
Treasure Planet,95 min,PG,7.2,(2002)
Harry Potter and the Chamber of Secrets,161 min,PG,7.4,(2002)
28 Days Later,113 min,R,7.5,(2002)
They,89 min,PG-13,4.8,(2002)
The Santa Clause 2,104 min,G,5.7,(2002)
Waking Up in Reno,91 min,R,5.4,(2002)
I Spy,97 min,PG-13,5.4,(2002)
Ghost Ship,91 min,R,5.5,(2002)
The Truth About Charlie,104 min,PG-13,4.7,(2002)
The Rules of Attraction,110 min,R,6.6,(2002)
Below,105 min,R,6.1,(2002)
People I Know,100 min,R,5.4,(2002)
Swept Away,89 min,R,3.6,(2002)
Deathwatch,94 min,R,5.9,(2002)
Brown Sugar,109 min,PG-13,6.4,(2002)
Boat Trip,94 min,R,4.9,(2002)
Undertaking Betty,94 min,R,6.5,(2002)
Darkness,88 min,PG-13,5.4,(2002)
The Ring,115 min,PG-13,7.1,(2002)
The Transporter,92 min,PG-13,6.8,(2002)
Red Dragon,124 min,R,7.2,(2002)
Vampires: Los Muertos,93 min,R,4.5,(2002)
Sweet Home Alabama,108 min,PG-13,6.2,(2002)
Trapped,106 min,R,6.1,(I) (2002)
Shakthi: The Power,170 min,14A,6.1,(2002)
The Tuxedo,98 min,PG-13,5.4,(2002)
Ballistic: Ecks vs. Sever,91 min,R,3.6,(2002)
Cabin Fever,93 min,R,5.6,(2002)
Stealing Harvard,85 min,PG-13,5.1,(2002)
Antwone Fisher,120 min,PG-13,7.3,(2002)
In America,105 min,PG-13,7.7,(2002)
Phone Booth,81 min,R,7.1,(2002)
City of Ghosts,116 min,R,5.9,(2002)
Max,106 min,R,6.4,(I) (2002)
Try Seventeen,93 min,R,6.0,(2002)
The Quiet American,101 min,R,7.0,(2002)
Whale Rider,101 min,PG-13,7.5,(2002)
Evelyn,94 min,PG,7.0,(2002)
The Emperor's Club,109 min,PG-13,6.9,(2002)
Moonlight Mile,117 min,PG-13,6.6,(2002)
Ben & Arthur,85 min,Not Rated,1.8,(2002)
8 Mile,110 min,R,7.2,(2002)
Tuck Everlasting,90 min,PG,6.6,(2002)
The Four Feathers,132 min,PG-13,6.5,(2002)
Auto Focus,105 min,R,6.7,(2002)
The Banger Sisters,98 min,R,5.7,(2002)
The Wild Thornberrys,85 min,PG,5.6,(2002)
White Oleander,109 min,PG-13,7.1,(2002)
City by the Sea,108 min,R,6.1,(2002)
The Good Thief,109 min,R,6.5,(2002)
Dirty Pretty Things,97 min,R,7.3,(2002)
September 11,134 min,Unrated,6.9,(2002)
Far from Heaven,107 min,PG-13,7.3,(2002)
Ripley's Game,110 min,R,6.6,(2002)
Ken Park,93 min,Not Rated,5.8,(2002)
Returner,116 min,R,6.4,(2002)
The Magdalene Sisters,114 min,R,7.7,(2002)
Avenging Angelo,97 min,R,5.1,(2002)
Frida,123 min,R,7.3,(2002)
Derailed,89 min,R,3.9,(2002)
Lilya 4-Ever,109 min,R,7.8,(2002)
S1m0ne,117 min,PG-13,6.1,(2002)
So Close,111 min,R,6.6,(2002)
The Guru,94 min,R,5.4,(2002)
Serving Sara,99 min,PG-13,5.3,(2002)
Swimfan,85 min,PG-13,5.1,(2002)
The Adventures of Pluto Nash,95 min,PG-13,3.8,(2002)
Possession,102 min,PG-13,6.3,(2002)
My Little Eye,95 min,R,5.5,(2002)
xXx,124 min,PG-13,5.8,(2002)
Paid in Full,97 min,R,7.0,(2002)
Feardotcom,101 min,R,3.4,(2002)
Blue Crush,104 min,PG-13,5.7,(2002)
Drumline,118 min,PG-13,5.9,(2002)
Spy Kids 2: Island of Lost Dreams,100 min,PG,5.2,(2002)
Barbershop,102 min,PG-13,6.3,(2002)
Blood Work,110 min,R,6.4,(2002)
The Master of Disguise,80 min,PG,3.3,(2002)
Full Frontal,101 min,R,4.7,(2002)
Cypher,95 min,R,6.7,(2002)
Yossi & Jagger,65 min,R,7.1,(2002)
Signs,106 min,PG-13,6.8,(2002)
Cube²: Hypercube,94 min,R,5.5,(2002)
Ted Bundy,99 min,R,5.8,(2002)
Austin Powers in Goldmember,94 min,PG-13,6.2,(2002)
The Country Bears,88 min,G,4.2,(2002)
The Cat Returns,75 min,G,7.1,(2002)
K-19: The Widowmaker,138 min,PG-13,6.7,(2002)
Stuart Little 2,77 min,PG,5.5,(2002)
The Crocodile Hunter: Collision Course,90 min,PG,5.4,(2002)
Road to Perdition,117 min,R,7.7,(2002)
Reign of Fire,101 min,PG-13,6.2,(2002)
Men in Black II,88 min,PG-13,6.2,(2002)
Like Mike,99 min,PG,5.3,(2002)
Halloween: Resurrection,89 min,R,3.9,(2002)
Spun,101 min,R,6.7,(2002)
No Good Deed,97 min,R,5.4,(2002)
Mr. Deeds,96 min,PG-13,5.8,(2002)
The Powerpuff Girls Movie,73 min,PG,6.5,(2002)
The Importance of Being Earnest,97 min,PG,6.8,(2002)
Dahmer,101 min,R,5.6,(2002)
Juwanna Mann,91 min,PG-13,4.7,(2002)
Minority Report,145 min,PG-13,7.6,(2002)
Lilo & Stitch,85 min,PG,7.3,(2002)
Windtalkers,134 min,R,6.1,(2002)
Bubba Ho-Tep,92 min,R,6.9,(2002)
Scooby-Doo,86 min,PG,5.2,(2002)
Buying the Cow,88 min,R,5.8,(2002)
Bang Bang You're Dead,93 min,R,7.8,(2002)
The Bourne Identity,119 min,PG-13,7.9,(2002)
Divine Secrets of the Ya-Ya Sisterhood,116 min,PG-13,6.1,(2002)
Undisputed,94 min,R,6.1,(2002)
Hey Arnold! The Movie,76 min,PG,5.9,(2002)
Eight Legged Freaks,99 min,PG-13,5.5,(2002)
Undercover Brother,86 min,PG-13,5.9,(2002)
The Sum of All Fears,124 min,PG-13,6.4,(2002)
The Pianist,150 min,R,8.5,(2002)
Thunderpants,87 min,PG,3.8,(2002)
Welcome to Collinwood,86 min,R,6.3,(2002)
Igby Goes Down,98 min,R,6.9,(2002)
Stark Raving Mad,101 min,R,6.2,(2002)
Irreversible,97 min,Not Rated,7.3,(2002)
About Schmidt,125 min,R,7.2,(2002)
Enough,115 min,PG-13,5.7,(I) (2002)
Spider,98 min,R,6.8,(2002)
Sweet Sixteen,106 min,R,7.4,(I) (2002)
Ararat,115 min,R,6.3,(2002)
Punch-Drunk Love,95 min,R,7.3,(2002)
Demonlover,129 min,R,5.9,(2002)
Morvern Callar,97 min,R,6.7,(2002)
Spirit: Stallion of the Cimarron,83 min,G,7.2,(2002)
Laurel Canyon,103 min,R,6.4,(2002)
The Spanish Apartment,122 min,R,7.3,(2002)
All or Nothing,128 min,R,7.5,(2002)
Raising Victor Vargas,88 min,R,7.2,(2002)
Star Wars: Episode II - Attack of the Clones,142 min,PG,6.6,(2002)
The Eye,99 min,R,6.6,(2002)
Roger Dodger,106 min,R,6.9,(2002)
Unfaithful,124 min,R,6.7,(2002)
Steal,83 min,R,5.4,(2002)
The New Guy,88 min,PG-13,5.8,(2002)
Insomnia,118 min,R,7.2,(2002)
Deuces Wild,96 min,R,5.6,(2002)
Hollywood Ending,112 min,PG-13,6.5,(2002)
Spider-Man,121 min,PG-13,7.4,(2002)
Femme Fatale,114 min,R,6.2,(2002)
About a Boy,101 min,PG-13,7.1,(2002)
Bad Company,116 min,PG-13,5.6,(2002)
Life or Something Like It,103 min,PG-13,5.7,(2002)
Murder by Numbers,115 min,R,6.1,(2002)
The Scorpion King,92 min,PG-13,5.5,(2002)
Interstate 60: Episodes of the Road,116 min,R,7.6,(2002)
The Sweetest Thing,84 min,R,5.1,(2002)
Bend It Like Beckham,112 min,PG-13,6.7,(2002)
Changing Lanes,98 min,R,6.5,(2002)
National Lampoon's Van Wilder,92 min,R,6.4,(2002)
High Crimes,115 min,PG-13,6.3,(2002)
Big Trouble,85 min,PG-13,6.4,(2002)
The Rookie,127 min,G,6.9,(2002)
Highway,97 min,R,6.1,(I) (2002)
Dog Soldiers,105 min,R,6.8,(2002)
Ali G Indahouse,85 min,R,6.2,(2002)
Blade II,117 min,R,6.7,(2002)
Sorority Boys,93 min,R,5.4,(2002)
Panic Room,112 min,R,6.8,(2002)
Clockstoppers,94 min,PG,5.2,(2002)
War,120 min,R,7.5,(2002)
Resident Evil,100 min,R,6.6,(2002)
Ice Age,81 min,PG,7.5,(2002)
Showtime,95 min,PG-13,5.5,(2002)
I Am Dina,125 min,Not Rated,6.5,(2002)
All About the Benjamins,95 min,R,5.8,(2002)
The Nest,107 min,R,6.7,(2002)
The Time Machine,96 min,PG-13,6.0,(2002)
40 Days and 40 Nights,96 min,R,5.6,(2002)
Abandon,99 min,PG-13,4.8,(2002)
Death to Smoochy,109 min,R,6.3,(2002)
Poolhall Junkies,99 min,R,6.8,(2002)
We Were Soldiers,138 min,R,7.1,(2002)
Killing Me Softly,100 min,R,5.4,(2002)
My Big Fat Greek Wedding,95 min,PG,6.6,(2002)
The Dummy,91 min,R,6.6,(2002)
Dragonfly,104 min,PG-13,6.1,(2002)
John Q,116 min,PG-13,7.1,(2002)
Hart's War,125 min,R,6.3,(2002)
24 Hour Party People,117 min,R,7.3,(2002)
Amen.,132 min,Not Rated,7.2,(2002)
The Salton Sea,103 min,R,7.0,(2002)
Crossroads,93 min,PG-13,3.6,(I) (2002)
Rollerball,98 min,PG-13,3.1,(2002)
Heaven,97 min,R,7.0,(I) (2002)
Collateral Damage,108 min,R,5.5,(2002)
Rabbit-Proof Fence,94 min,PG,7.4,(2002)
Big Fat Liar,88 min,PG,5.5,(2002)
Slackers,86 min,R,5.3,(2002)
Empire,90 min,R,5.9,(2002)
Run Ronnie Run,86 min,Unrated,6.2,(2002)
She Gets What She Wants,88 min,PG-13,5.0,(2002)
Repli-Kate,96 min,R,5.7,(2002)
Kung Pow: Enter the Fist,81 min,PG-13,6.2,(2002)
The Mothman Prophecies,119 min,PG-13,6.4,(2002)
The Count of Monte Cristo,131 min,PG-13,7.7,(2002)
A Walk to Remember,101 min,PG,7.3,(2002)
Snow Dogs,99 min,PG,5.2,(2002)
The Dangerous Lives of Altar Boys,104 min,R,6.9,(2002)
Liberty Stands Still,96 min,R,5.7,(2002)
Long Time Dead,94 min,R,4.7,(2002)
Bloody Sunday,111 min,R,7.6,(2002)
Narc,105 min,R,7.1,(2002)
Pumpkin,113 min,R,6.1,(2002)
Love Liza,90 min,R,6.9,(2002)
One Hour Photo,96 min,R,6.8,(2002)
May,93 min,R,6.6,(2002)
Real Women Have Curves,90 min,PG-13,6.9,(2002)
The Good Girl,93 min,R,6.4,(2002)
Gerry,103 min,R,6.0,(2002)
Better Luck Tomorrow,101 min,R,7.0,(2002)
Secretary,107 min,R,6.9,(2002)
Tadpole,78 min,PG-13,6.2,(2002)
The Dancer Upstairs,132 min,R,6.9,(2002)
Queen of the Damned,101 min,R,5.2,(2002)
8 Women,111 min,R,7.0,(2002)
Orange County,82 min,PG-13,6.2,(2002)
Eye See You,96 min,R,5.3,(2002)
Peter Pan 2: Return to Never Land,72 min,G,5.8,(2002)
Nowhere in Africa,141 min,R,7.5,(2001)
Mean Machine,99 min,R,6.4,(2001)
Black Hawk Down,144 min,R,7.7,(2001)
The Shipping News,111 min,R,6.7,(2001)
How High,93 min,R,6.2,(2001)
Charlotte Gray,121 min,PG-13,6.4,(2001)
Kabhi Khushi Kabhie Gham...,210 min,Not Rated,7.4,(2001)
Iris,91 min,R,7.0,(I) (2001)
A Beautiful Mind,135 min,PG-13,8.2,(2001)
The Order,89 min,R,4.6,(2001)
Ali,157 min,R,6.7,(2001)
Kate & Leopold,118 min,PG-13,6.4,(2001)
The Majestic,152 min,PG,6.9,(2001)
The Lord of the Rings: The Fellowship of the Ring,178 min,PG-13,8.8,(2001)
Vanilla Sky,136 min,R,6.9,(2001)
Not Another Teen Movie,89 min,R,5.7,(2001)
Formula 51,93 min,R,6.3,(2001)
Joe Somebody,98 min,PG,5.5,(2001)
Ocean's Eleven,116 min,PG-13,7.7,(2001)
I Am Sam,132 min,PG-13,7.6,(2001)
No News from God,112 min,R,6.4,(2001)
Out Cold,89 min,PG-13,6.2,(2001)
The Affair of the Necklace,118 min,R,6.0,(2001)
Spy Game,126 min,R,7.0,(2001)
Behind Enemy Lines,106 min,PG-13,6.4,(2001)
Frailty,100 min,R,7.2,(2001)
Black Knight,95 min,PG-13,4.9,(2001)
The Wash,93 min,R,4.7,(2001)
Monster's Ball,111 min,R,7.1,(2001)
Gosford Park,137 min,R,7.2,(2001)
Intacto,108 min,R,6.8,(2001)
Harry Potter and the Sorcerer's Stone,152 min,PG,7.6,(2001)
The One,87 min,PG-13,5.9,(2001)
Shallow Hal,114 min,PG-13,6.0,(2001)
Domestic Disturbance,89 min,PG-13,5.6,(2001)
"Monsters, Inc.",92 min,G,8.1,(2001)
Impostor,95 min,PG-13,6.1,(2001)
Bones,96 min,R,4.4,(2001)
Thir13en Ghosts,91 min,R,5.6,(2001)
K-PAX,120 min,PG-13,7.4,(2001)
Riding in Cars with Boys,132 min,PG-13,6.5,(2001)
The Last Castle,131 min,R,6.9,(2001)
Bandits,123 min,PG-13,6.5,(2001)
Dagon,98 min,R,6.2,(2001)
Corky Romano,86 min,PG-13,4.7,(2001)
The Royal Tenenbaums,110 min,R,7.6,(2001)
Max Keeble's Big Move,86 min,PG,5.4,(2001)
Zoolander,90 min,PG-13,6.5,(2001)
Mike Bassett: England Manager,89 min,Not Rated,6.8,(2001)
